customerID,Churn,ChurnProbability,RiskCategory,MonthlyCharges,TotalCharges,RevenueAtRisk,Contract,tenure,TenureGroup,CustomerValueGroup,Segment,NumServices,InternetService
9397-TZSHA,No,0.0034,Low Risk,24.6,1678.05,0.08,Two year,69,49+ months,Medium Value,Low-Med Value / Low Risk,2,No
3391-JSQEW,No,0.1285,Low Risk,50.15,2058.5,6.44,Month-to-month,40,25-48 months,Medium Value,Low-Med Value / Low Risk,3,DSL
0343-QLUZP,No,0.0106,Low Risk,39.6,2424.5,0.42,Two year,60,49+ months,Medium Value,Low-Med Value / Low Risk,4,DSL
9763-PDTKK,Yes,0.4451,Medium Risk,94.4,387.2,42.01,Month-to-month,4,0-12 months,Low Value,Low-Med Value / Low Risk,6,Fiber optic
2176-LVPNX,No,0.0145,Low Risk,89.85,6293.45,1.3,Two year,71,49+ months,High Value,High Value / Low Risk,9,DSL
7627-JKIAZ,Yes,0.3829,Medium Risk,78.95,2839.65,30.23,Month-to-month,37,25-48 months,Medium Value,Low-Med Value / Low Risk,4,Fiber optic
3312-UUMZW,No,0.5443,High Risk,98.85,3145.9,53.81,Month-to-month,32,25-48 months,Medium Value,Low-Med Value / High Risk,6,Fiber optic
1271-UODNO,No,0.0402,Low Risk,53.85,2200.7,2.17,Two year,39,25-48 months,Medium Value,Low-Med Value / Low Risk,4,DSL
8461-EFQYM,No,0.0549,Low Risk,24.25,914.4,1.33,One year,38,25-48 months,Medium Value,Low-Med Value / Low Risk,2,No
6900-RBKER,No,0.1241,Low Risk,89.45,4577.75,11.1,Two year,52,49+ months,High Value,High Value / Low Risk,5,Fiber optic
6891-JPYFF,No,0.2875,Medium Risk,105.25,4997.5,30.26,Month-to-month,48,25-48 months,High Value,High Value / Low Risk,7,Fiber optic
1459-QNFQT,No,0.0099,Low Risk,59.5,4144.8,0.59,Two year,70,49+ months,High Value,High Value / Low Risk,6,DSL
1047-NNCBF,No,0.3631,Medium Risk,70.55,1493.55,25.61,Month-to-month,20,13-24 months,Medium Value,Low-Med Value / Low Risk,2,Fiber optic
3696-XRIEN,No,0.0651,Low Risk,82.5,4179.1,5.37,One year,50,49+ months,High Value,High Value / Low Risk,8,DSL
4081-DYXAV,Yes,0.3174,Medium Risk,44.85,893.55,14.24,One year,19,13-24 months,Medium Value,Low-Med Value / Low Risk,3,DSL
0074-HDKDG,No,0.0612,Low Risk,61.6,1611.0,3.77,One year,25,25-48 months,Medium Value,Low-Med Value / Low Risk,5,DSL
8791-GFXLZ,No,0.2907,Medium Risk,49.05,593.05,14.26,Month-to-month,12,0-12 months,Medium Value,Low-Med Value / Low Risk,3,DSL
8111-SLLHI,Yes,0.6392,High Risk,105.65,4284.8,67.53,Month-to-month,39,25-48 months,High Value,High Value / High Risk,7,Fiber optic
0927-LCSMG,Yes,0.4899,Medium Risk,74.65,544.55,36.57,Month-to-month,7,0-12 months,Medium Value,Low-Med Value / Low Risk,3,Fiber optic
9330-DHBFL,No,0.0488,Low Risk,66.25,1533.8,3.24,One year,23,13-24 months,Medium Value,Low-Med Value / Low Risk,6,DSL
0098-BOWSO,No,0.1246,Low Risk,19.4,529.8,2.42,Month-to-month,27,25-48 months,Medium Value,Low-Med Value / Low Risk,1,No
3452-ABWRL,No,0.4061,Medium Risk,86.05,3865.6,34.94,Month-to-month,47,25-48 months,High Value,High Value / Low Risk,4,Fiber optic
5859-HZYLF,No,0.021,Low Risk,19.15,515.75,0.4,Two year,26,25-48 months,Medium Value,Low-Med Value / Low Risk,1,No
8257-RZAHR,Yes,0.3387,Medium Risk,64.7,941.0,21.91,Month-to-month,14,13-24 months,Medium Value,Low-Med Value / Low Risk,5,DSL
5293-WXJAK,Yes,0.6679,High Risk,104.05,1133.65,69.5,Month-to-month,11,0-12 months,Medium Value,Low-Med Value / High Risk,7,Fiber optic
3156-QLHBO,No,0.156,Low Risk,19.25,48.35,3.0,Month-to-month,2,0-12 months,Low Value,Low-Med Value / Low Risk,1,No
2208-NQBCT,No,0.2365,Low Risk,81.95,2070.05,19.38,Month-to-month,26,25-48 months,Medium Value,Low-Med Value / Low Risk,4,Fiber optic
1779-PWPMG,No,0.064,Low Risk,114.65,8333.95,7.34,Two year,72,49+ months,High Value,High Value / Low Risk,9,Fiber optic
6621-NRZAK,No,0.0025,Low Risk,20.0,1209.25,0.05,Two year,63,49+ months,Medium Value,Low-Med Value / Low Risk,1,No
0831-JNISG,No,0.002,Low Risk,19.8,1396.25,0.04,Two year,71,49+ months,Medium Value,Low-Med Value / Low Risk,1,No
0774-IFUVM,No,0.3143,Medium Risk,65.15,723.35,20.48,Month-to-month,11,0-12 months,Medium Value,Low-Med Value / Low Risk,5,DSL
3082-WQRVY,No,0.0714,Low Risk,19.65,228.65,1.4,One year,14,13-24 months,Low Value,Low-Med Value / Low Risk,1,No
9553-DLCLU,No,0.0517,Low Risk,88.95,1161.75,4.6,Two year,13,13-24 months,Medium Value,Low-Med Value / Low Risk,9,DSL
1641-BYBTK,No,0.1782,Low Risk,20.2,98.35,3.6,Month-to-month,6,0-12 months,Low Value,Low-Med Value / Low Risk,1,No
2460-NGXBJ,No,0.5822,High Risk,75.2,775.3,43.78,Month-to-month,11,0-12 months,Medium Value,Low-Med Value / High Risk,3,Fiber optic
2446-ZKVAF,No,0.225,Low Risk,56.8,1074.65,12.78,Month-to-month,18,13-24 months,Medium Value,Low-Med Value / Low Risk,4,DSL
0841-NULXI,Yes,0.7006,High Risk,35.55,35.55,24.91,Month-to-month,1,0-12 months,Low Value,Low-Med Value / High Risk,2,DSL
3522-CDKHF,No,0.2688,Medium Risk,75.5,2324.7,20.3,Month-to-month,32,25-48 months,Medium Value,Low-Med Value / Low Risk,3,Fiber optic
1430-SFQSA,No,0.0609,Low Risk,35.6,1072.6,2.17,One year,29,25-48 months,Medium Value,Low-Med Value / Low Risk,3,DSL
0411-EZJZE,No,0.6199,High Risk,60.25,170.5,37.35,Month-to-month,3,0-12 months,Low Value,Low-Med Value / High Risk,4,DSL
7851-WZEKY,Yes,0.8255,Critical Risk,95.15,196.9,78.55,Month-to-month,2,0-12 months,Low Value,Low-Med Value / High Risk,5,Fiber optic
8844-TONUD,Yes,0.5902,High Risk,96.65,1162.85,57.05,Month-to-month,13,13-24 months,Medium Value,Low-Med Value / High Risk,5,Fiber optic
8807-ARQET,No,0.2675,Medium Risk,40.35,1677.85,10.79,Month-to-month,41,25-48 months,Medium Value,Low-Med Value / Low Risk,3,DSL
8992-CEUEN,No,0.2462,Low Risk,18.85,18.85,4.64,Month-to-month,1,0-12 months,Low Value,Low-Med Value / Low Risk,1,No
4320-QMLLA,No,0.3525,Medium Risk,54.85,370.4,19.33,Month-to-month,7,0-12 months,Low Value,Low-Med Value / Low Risk,3,DSL
8777-PVYGU,No,0.0483,Low Risk,64.3,3410.6,3.1,One year,52,49+ months,Medium Value,Low-Med Value / Low Risk,5,DSL
8292-ITGYJ,No,0.0124,Low Risk,24.65,1138.8,0.31,Two year,45,25-48 months,Medium Value,Low-Med Value / Low Risk,2,No
6870-ZWMNX,No,0.0117,Low Risk,76.1,5264.25,0.89,Two year,70,49+ months,High Value,High Value / Low Risk,7,DSL
0621-CXBKL,No,0.0056,Low Risk,18.7,1005.7,0.1,Two year,53,49+ months,Medium Value,Low-Med Value / Low Risk,1,No
5268-DSMNQ,No,0.1669,Low Risk,97.95,5936.55,16.34,One year,62,49+ months,High Value,High Value / Low Risk,6,Fiber optic
5334-JLAXU,No,0.2005,Low Risk,94.1,5475.9,18.87,Month-to-month,60,49+ months,High Value,High Value / Low Risk,6,Fiber optic
4086-YQSNZ,Yes,0.7625,Critical Risk,80.4,224.05,61.3,Month-to-month,3,0-12 months,Low Value,Low-Med Value / High Risk,3,Fiber optic
6242-MBHPK,No,0.6062,High Risk,95.1,2326.05,57.65,Month-to-month,23,13-24 months,Medium Value,Low-Med Value / High Risk,5,Fiber optic
5868-CZJDR,Yes,0.4751,Medium Risk,31.35,31.35,14.89,Month-to-month,1,0-12 months,Low Value,Low-Med Value / Low Risk,2,DSL
9359-UGBTK,No,0.0198,Low Risk,72.35,4991.5,1.44,One year,67,49+ months,High Value,High Value / Low Risk,6,DSL
0135-NMXAP,Yes,0.6161,High Risk,89.75,1052.4,55.3,Month-to-month,12,0-12 months,Medium Value,Low-Med Value / High Risk,5,Fiber optic
4782-OSFXZ,No,0.0137,Low Risk,82.7,5831.2,1.13,Two year,71,49+ months,High Value,High Value / Low Risk,8,DSL
6479-OAUSD,No,0.0343,Low Risk,19.9,510.8,0.68,One year,25,25-48 months,Medium Value,Low-Med Value / Low Risk,1,No
7129-ACFOG,No,0.4484,Medium Risk,53.8,283.95,24.12,Month-to-month,5,0-12 months,Low Value,Low-Med Value / Low Risk,4,DSL
4189-NAKJS,No,0.1474,Low Risk,51.55,1295.4,7.6,One year,26,25-48 months,Medium Value,Low-Med Value / Low Risk,3,DSL
5562-BETPV,No,0.0895,Low Risk,19.65,19.65,1.76,One year,1,0-12 months,Low Value,Low-Med Value / Low Risk,1,No
1282-IHQAC,No,0.0414,Low Risk,44.05,3011.65,1.83,One year,70,49+ months,Medium Value,Low-Med Value / Low Risk,4,DSL
9127-FHJBZ,No,0.0631,Low Risk,114.0,8093.15,7.19,Two year,72,49+ months,High Value,High Value / Low Risk,9,Fiber optic
6270-OMFIW,Yes,0.223,Low Risk,94.4,5610.25,21.05,One year,60,49+ months,High Value,High Value / Low Risk,5,Fiber optic
1641-RQDAY,No,0.6182,High Risk,100.4,3217.65,62.07,Month-to-month,32,25-48 months,Medium Value,Low-Med Value / High Risk,6,Fiber optic
0107-WESLM,Yes,0.3216,Medium Risk,19.85,19.85,6.38,Month-to-month,1,0-12 months,Low Value,Low-Med Value / Low Risk,1,No
6994-ORCWG,No,0.2118,Low Risk,54.25,773.2,11.49,One year,14,13-24 months,Medium Value,Low-Med Value / Low Risk,4,DSL
1346-UFHAX,No,0.4763,Medium Risk,80.0,1029.35,38.1,Month-to-month,13,13-24 months,Medium Value,Low-Med Value / Low Risk,4,Fiber optic
3992-YWPKO,Yes,0.6109,High Risk,109.9,669.45,67.14,Month-to-month,6,0-12 months,Medium Value,Low-Med Value / High Risk,8,Fiber optic
2933-XEUJM,No,0.041,Low Risk,79.2,3593.8,3.25,Two year,46,25-48 months,Medium Value,Low-Med Value / Low Risk,7,DSL
0125-LZQXK,Yes,0.6225,High Risk,101.35,1553.95,63.09,Month-to-month,15,13-24 months,Medium Value,Low-Med Value / High Risk,6,Fiber optic
5461-QKNTN,No,0.4405,Medium Risk,94.3,3953.15,41.54,Month-to-month,43,25-48 months,High Value,High Value / Low Risk,6,Fiber optic
4835-YSJMR,No,0.0296,Low Risk,49.8,1971.15,1.47,Two year,39,25-48 months,Medium Value,Low-Med Value / Low Risk,3,DSL
8399-YNDCH,Yes,0.327,Medium Risk,60.05,1236.15,19.64,Month-to-month,21,13-24 months,Medium Value,Low-Med Value / Low Risk,4,DSL
3164-YAXFY,No,0.183,Low Risk,53.75,3196.0,9.84,Month-to-month,57,49+ months,Medium Value,Low-Med Value / Low Risk,5,DSL
0887-WBJVH,No,0.22,Low Risk,93.45,4872.2,20.56,One year,53,49+ months,High Value,High Value / Low Risk,5,Fiber optic
4660-IRIBM,No,0.4034,Medium Risk,87.9,1500.5,35.46,Month-to-month,18,13-24 months,Medium Value,Low-Med Value / Low Risk,5,Fiber optic
5673-FSSMF,Yes,0.6382,High Risk,60.15,60.15,38.38,Month-to-month,1,0-12 months,Low Value,Low-Med Value / High Risk,4,DSL
7670-ZBPOQ,No,0.0256,Low Risk,61.05,3478.75,1.56,One year,58,49+ months,Medium Value,Low-Med Value / Low Risk,5,DSL
8089-UZWLX,No,0.0882,Low Risk,104.05,7413.55,9.18,Two year,71,49+ months,High Value,High Value / Low Risk,6,Fiber optic
0080-OROZO,No,0.3241,Medium Risk,99.25,3532.0,32.17,One year,35,25-48 months,Medium Value,Low-Med Value / Low Risk,6,Fiber optic
3916-NRPAP,No,0.5482,High Risk,85.7,256.75,46.98,Month-to-month,3,0-12 months,Low Value,Low-Med Value / High Risk,4,Fiber optic
6807-SIWJI,No,0.3329,Medium Risk,104.85,3887.25,34.9,One year,38,25-48 months,High Value,High Value / Low Risk,7,Fiber optic
8221-HVAYI,No,0.0228,Low Risk,69.15,2490.15,1.58,Two year,35,25-48 months,Medium Value,Low-Med Value / Low Risk,7,DSL
1579-KLYDT,Yes,0.7583,Critical Risk,90.45,593.45,68.59,Month-to-month,7,0-12 months,Medium Value,Low-Med Value / High Risk,5,Fiber optic
5232-NXPAY,No,0.0304,Low Risk,74.45,3510.3,2.27,Two year,47,25-48 months,Medium Value,Low-Med Value / Low Risk,6,DSL
8967-SZQAS,No,0.271,Medium Risk,50.45,765.45,13.67,Month-to-month,14,13-24 months,Medium Value,Low-Med Value / Low Risk,3,DSL
4468-KAZHE,No,0.3969,Medium Risk,60.0,1259.35,23.82,Month-to-month,20,13-24 months,Medium Value,Low-Med Value / Low Risk,4,DSL
0455-ENTCR,No,0.0199,Low Risk,85.25,5538.35,1.7,Two year,66,49+ months,High Value,High Value / Low Risk,8,DSL
8944-AILEF,No,0.1448,Low Risk,19.45,340.85,2.82,Month-to-month,15,13-24 months,Low Value,Low-Med Value / Low Risk,1,No
5542-NKVRU,No,0.0122,Low Risk,20.75,844.45,0.25,Two year,42,25-48 months,Medium Value,Low-Med Value / Low Risk,1,No
7126-RBHSD,No,0.4657,Medium Risk,78.9,1348.95,36.74,Month-to-month,17,13-24 months,Medium Value,Low-Med Value / Low Risk,4,Fiber optic
5370-IIVVL,No,0.2631,Medium Risk,104.5,3778.0,27.5,One year,37,25-48 months,Medium Value,Low-Med Value / Low Risk,7,Fiber optic
6789-HJBWG,No,0.3694,Medium Risk,49.4,611.65,18.25,Month-to-month,12,0-12 months,Medium Value,Low-Med Value / Low Risk,3,DSL
3927-NLNRY,Yes,0.1915,Low Risk,94.25,4867.95,18.05,One year,53,49+ months,High Value,High Value / Low Risk,5,Fiber optic
9087-EYCPR,No,0.0057,Low Risk,25.0,1505.05,0.14,Two year,60,49+ months,Medium Value,Low-Med Value / Low Risk,2,No
6791-YBNAK,No,0.2442,Low Risk,25.55,467.85,6.24,Month-to-month,18,13-24 months,Medium Value,Low-Med Value / Low Risk,1,DSL
6358-LYNGM,Yes,0.7618,Critical Risk,74.9,74.9,57.06,Month-to-month,1,0-12 months,Low Value,Low-Med Value / High Risk,3,Fiber optic
6077-BDPXA,No,0.6852,High Risk,70.15,194.2,48.07,Month-to-month,3,0-12 months,Low Value,Low-Med Value / High Risk,2,Fiber optic
0013-MHZWF,No,0.3114,Medium Risk,69.4,571.45,21.61,Month-to-month,9,0-12 months,Medium Value,Low-Med Value / Low Risk,5,DSL
5494-HECPR,Yes,0.7449,High Risk,80.25,80.25,59.78,Month-to-month,1,0-12 months,Low Value,Low-Med Value / High Risk,3,Fiber optic
8268-YDIXR,No,0.1397,Low Risk,93.15,5253.95,13.01,One year,56,49+ months,High Value,High Value / Low Risk,6,Fiber optic
9824-BEMCV,Yes,0.5301,High Risk,69.0,1149.65,36.57,Month-to-month,17,13-24 months,Medium Value,Low-Med Value / High Risk,2,Fiber optic
1373-ORVIZ,Yes,0.4041,Medium Risk,66.35,740.8,26.81,Month-to-month,11,0-12 months,Medium Value,Low-Med Value / Low Risk,5,DSL
4291-SHSBH,No,0.6639,High Risk,69.55,521.35,46.18,Month-to-month,7,0-12 months,Medium Value,Low-Med Value / High Risk,2,Fiber optic
6980-IMXXE,No,0.002,Low Risk,20.2,1412.65,0.04,Two year,69,49+ months,Medium Value,Low-Med Value / Low Risk,1,No
9866-QEVEE,Yes,0.5991,High Risk,86.0,1532.45,51.52,Month-to-month,19,13-24 months,Medium Value,Low-Med Value / High Risk,4,Fiber optic
9897-KXHCM,Yes,0.6906,High Risk,80.3,250.05,55.45,Month-to-month,3,0-12 months,Low Value,Low-Med Value / High Risk,3,Fiber optic
0040-HALCW,No,0.0039,Low Risk,20.4,1090.6,0.08,Two year,54,49+ months,Medium Value,Low-Med Value / Low Risk,1,No
0784-GTUUK,No,0.0132,Low Risk,23.75,1446.8,0.31,One year,62,49+ months,Medium Value,Low-Med Value / Low Risk,2,No
7979-CORPM,Yes,0.5287,High Risk,90.55,2282.55,47.87,Month-to-month,24,13-24 months,Medium Value,Low-Med Value / High Risk,5,Fiber optic
2294-DMMUS,No,0.1221,Low Risk,70.45,4300.45,8.6,Month-to-month,62,49+ months,High Value,High Value / Low Risk,5,DSL
0872-JCPIB,No,0.2364,Low Risk,65.75,1111.2,15.54,Month-to-month,17,13-24 months,Medium Value,Low-Med Value / Low Risk,5,DSL
3055-MJDSB,No,0.4905,Medium Risk,24.6,190.1,12.07,Month-to-month,9,0-12 months,Low Value,Low-Med Value / Low Risk,1,DSL
9091-WTUUY,No,0.0071,Low Risk,69.25,4447.75,0.49,Two year,64,49+ months,High Value,High Value / Low Risk,6,DSL
1618-CFHME,Yes,0.7481,High Risk,75.9,143.35,56.78,Month-to-month,2,0-12 months,Low Value,Low-Med Value / High Risk,3,Fiber optic
3165-HDOEW,Yes,0.3894,Medium Risk,45.85,45.85,17.85,Month-to-month,1,0-12 months,Low Value,Low-Med Value / Low Risk,2,DSL
6581-NQCBA,Yes,0.5295,High Risk,49.95,810.2,26.45,Month-to-month,16,13-24 months,Medium Value,Low-Med Value / High Risk,4,DSL
7115-IRDHS,No,0.0032,Low Risk,24.65,1830.05,0.08,Two year,72,49+ months,Medium Value,Low-Med Value / Low Risk,2,No
8496-DMZUK,No,0.1448,Low Risk,90.4,2820.65,13.09,One year,30,25-48 months,Medium Value,Low-Med Value / Low Risk,6,Fiber optic
2040-VZIKE,No,0.3782,Medium Risk,100.85,4847.35,38.14,Month-to-month,49,49+ months,High Value,High Value / Low Risk,6,Fiber optic
9068-VPWQQ,No,0.013,Low Risk,75.35,4729.3,0.98,Two year,61,49+ months,High Value,High Value / Low Risk,7,DSL
0178-SZBHO,No,0.3196,Medium Risk,87.2,4017.45,27.87,Month-to-month,47,25-48 months,High Value,High Value / Low Risk,5,Fiber optic
0384-RVBPI,No,0.168,Low Risk,64.4,1398.6,10.82,Month-to-month,20,13-24 months,Medium Value,Low-Med Value / Low Risk,5,DSL
1689-MRZQR,Yes,0.3642,Medium Risk,78.3,2564.3,28.52,Month-to-month,34,25-48 months,Medium Value,Low-Med Value / Low Risk,3,Fiber optic
1299-AURJA,No,0.0027,Low Risk,24.7,1685.9,0.07,Two year,70,49+ months,Medium Value,Low-Med Value / Low Risk,2,No
4525-VZCZG,No,0.1227,Low Risk,105.85,5826.65,12.99,One year,54,49+ months,High Value,High Value / Low Risk,7,Fiber optic
1543-LLLFT,No,0.1551,Low Risk,98.3,6066.55,15.25,One year,61,49+ months,High Value,High Value / Low Risk,7,Fiber optic
5835-BEQEU,Yes,0.7425,High Risk,76.95,228.4,57.14,Month-to-month,3,0-12 months,Low Value,Low-Med Value / High Risk,3,Fiber optic
2788-CJQAQ,No,0.065,Low Risk,19.45,270.2,1.26,One year,13,13-24 months,Low Value,Low-Med Value / Low Risk,1,No
5565-FILXA,Yes,0.7817,Critical Risk,96.15,1529.2,75.16,Month-to-month,16,13-24 months,Medium Value,Low-Med Value / High Risk,5,Fiber optic
0319-QZTCO,No,0.3619,Medium Risk,58.7,168.6,21.25,Month-to-month,3,0-12 months,Low Value,Low-Med Value / Low Risk,4,DSL
2120-SMPEX,No,0.1023,Low Risk,20.15,536.35,2.06,Month-to-month,25,25-48 months,Medium Value,Low-Med Value / Low Risk,1,No
0096-FCPUF,No,0.232,Low Risk,64.5,1888.45,14.96,Month-to-month,30,25-48 months,Medium Value,Low-Med Value / Low Risk,5,DSL
0668-OGMHD,No,0.2663,Medium Risk,28.5,629.35,7.59,Month-to-month,21,13-24 months,Medium Value,Low-Med Value / Low Risk,2,DSL
5552-ZNFSJ,Yes,0.4274,Medium Risk,45.3,45.3,19.36,Month-to-month,1,0-12 months,Low Value,Low-Med Value / Low Risk,2,DSL
2223-KAGMX,Yes,0.1033,Low Risk,19.4,289.3,2.0,Month-to-month,15,13-24 months,Low Value,Low-Med Value / Low Risk,1,No
6507-ZJSUR,No,0.695,High Risk,90.45,2117.25,62.86,Month-to-month,23,13-24 months,Medium Value,Low-Med Value / High Risk,4,Fiber optic
9408-HRXRK,No,0.4019,Medium Risk,105.15,4730.9,42.26,Month-to-month,45,25-48 months,High Value,High Value / Low Risk,7,Fiber optic
5593-SUAOO,No,0.196,Low Risk,83.15,2033.05,16.3,One year,24,13-24 months,Medium Value,Low-Med Value / Low Risk,5,Fiber optic
7321-PKUYW,Yes,0.5774,High Risk,90.15,987.95,52.05,Month-to-month,11,0-12 months,Medium Value,Low-Med Value / High Risk,5,Fiber optic
2833-SLKDQ,Yes,0.3543,Medium Risk,45.05,45.05,15.96,Month-to-month,1,0-12 months,Low Value,Low-Med Value / Low Risk,2,DSL
6766-HFKLA,No,0.0868,Low Risk,103.2,5744.35,8.96,Two year,56,49+ months,High Value,High Value / Low Risk,7,Fiber optic
7595-EUIVN,Yes,0.5731,High Risk,75.8,75.8,43.44,Month-to-month,1,0-12 months,Low Value,Low-Med Value / High Risk,3,Fiber optic
7617-EYGLW,No,0.2481,Low Risk,19.45,19.45,4.82,Month-to-month,1,0-12 months,Low Value,Low-Med Value / Low Risk,1,No
2026-TGDHM,Yes,0.7078,High Risk,79.3,523.15,56.13,Month-to-month,7,0-12 months,Medium Value,Low-Med Value / High Risk,3,Fiber optic
9220-ZNKJI,No,0.0508,Low Risk,88.8,4805.3,4.51,Two year,55,49+ months,High Value,High Value / Low Risk,5,Fiber optic
4030-VPZBD,Yes,0.5453,High Risk,30.9,59.05,16.85,Month-to-month,2,0-12 months,Low Value,Low-Med Value / High Risk,2,DSL
2226-ICFDO,No,0.0142,Low Risk,85.9,6110.75,1.22,Two year,72,49+ months,High Value,High Value / Low Risk,8,DSL
0723-VSOBE,No,0.1247,Low Risk,34.2,1596.6,4.26,One year,45,25-48 months,Medium Value,Low-Med Value / Low Risk,2,DSL
5529-GIBVH,No,0.0074,Low Risk,20.15,1046.2,0.15,Two year,47,25-48 months,Medium Value,Low-Med Value / Low Risk,1,No
4187-CINZD,Yes,0.1814,Low Risk,95.25,4424.2,17.28,One year,46,25-48 months,High Value,High Value / Low Risk,5,Fiber optic
9992-UJOEL,No,0.3889,Medium Risk,50.3,92.75,19.56,Month-to-month,2,0-12 months,Low Value,Low-Med Value / Low Risk,3,DSL
4741-WWJQZ,No,0.5118,High Risk,80.15,194.55,41.02,Month-to-month,2,0-12 months,Low Value,Low-Med Value / High Risk,4,Fiber optic
6625-UTXEW,No,0.3666,Medium Risk,51.25,612.1,18.79,Month-to-month,12,0-12 months,Medium Value,Low-Med Value / Low Risk,3,DSL
6818-WOBHJ,Yes,0.261,Medium Risk,89.6,6127.6,23.39,Month-to-month,68,49+ months,High Value,High Value / Low Risk,5,Fiber optic
6244-BESBM,No,0.0496,Low Risk,95.2,6671.7,4.72,Two year,69,49+ months,High Value,High Value / Low Risk,5,Fiber optic
1004-NOZNR,No,0.0936,Low Risk,94.8,5264.3,8.88,One year,56,49+ months,High Value,High Value / Low Risk,5,Fiber optic
1251-STYSZ,No,0.68,High Risk,80.25,303.7,54.57,Month-to-month,4,0-12 months,Low Value,Low-Med Value / High Risk,4,Fiber optic
2612-PHGOX,No,0.0214,Low Risk,76.1,4818.8,1.63,Two year,64,49+ months,High Value,High Value / Low Risk,7,DSL
2408-TZMJL,Yes,0.2315,Low Risk,110.15,6448.05,25.5,One year,59,49+ months,High Value,High Value / Low Risk,8,Fiber optic
8480-PPONV,No,0.0399,Low Risk,115.55,7159.05,4.61,Two year,62,49+ months,High Value,High Value / Low Risk,9,Fiber optic
8780-IHCRN,No,0.0037,Low Risk,24.65,1574.5,0.09,Two year,63,49+ months,Medium Value,Low-Med Value / Low Risk,2,No
4598-ZADCK,No,0.0549,Low Risk,53.6,2879.2,2.94,One year,53,49+ months,Medium Value,Low-Med Value / Low Risk,6,DSL
1257-SXUXQ,No,0.14,Low Risk,19.45,86.05,2.72,Month-to-month,5,0-12 months,Low Value,Low-Med Value / Low Risk,1,No
9681-KYGYB,No,0.3118,Medium Risk,88.2,4159.45,27.5,Month-to-month,49,49+ months,High Value,High Value / Low Risk,6,Fiber optic
7182-OVLBJ,No,0.0856,Low Risk,101.15,6638.35,8.66,Two year,62,49+ months,High Value,High Value / Low Risk,6,Fiber optic
5095-ETBRJ,No,0.0074,Low Risk,56.8,3112.05,0.42,Two year,55,49+ months,Medium Value,Low-Med Value / Low Risk,5,DSL
7005-CYUIL,No,0.0464,Low Risk,99.4,7168.25,4.61,Two year,71,49+ months,High Value,High Value / Low Risk,7,Fiber optic
4821-WQOYN,No,0.0024,Low Risk,20.1,1326.25,0.05,Two year,72,49+ months,Medium Value,Low-Med Value / Low Risk,1,No
4730-AWNAU,No,0.0607,Low Risk,60.7,2234.55,3.69,One year,36,25-48 months,Medium Value,Low-Med Value / Low Risk,6,DSL
3452-FLHYD,No,0.0506,Low Risk,20.95,495.15,1.06,One year,25,25-48 months,Medium Value,Low-Med Value / Low Risk,1,No
2388-LAESQ,No,0.0636,Low Risk,114.85,8317.95,7.3,Two year,72,49+ months,High Value,High Value / Low Risk,9,Fiber optic
9531-NSBMR,No,0.0304,Low Risk,19.25,679.8,0.59,One year,36,25-48 months,Medium Value,Low-Med Value / Low Risk,1,No
6260-ONULR,No,0.563,High Risk,62.8,62.8,35.35,Month-to-month,1,0-12 months,Low Value,Low-Med Value / High Risk,4,DSL
4389-UEFCZ,No,0.1096,Low Risk,105.5,7544.0,11.57,Two year,72,49+ months,High Value,High Value / Low Risk,7,Fiber optic
8711-LOBKY,No,0.0035,Low Risk,19.85,1188.25,0.07,Two year,59,49+ months,Medium Value,Low-Med Value / Low Risk,1,No
9134-CEQMF,Yes,0.7897,Critical Risk,89.5,676.7,70.68,Month-to-month,7,0-12 months,Medium Value,Low-Med Value / High Risk,4,Fiber optic
8985-OOPOS,No,0.2024,Low Risk,74.1,74.1,15.0,One year,1,0-12 months,Low Value,Low-Med Value / Low Risk,6,DSL
8800-ZKRFW,No,0.5194,High Risk,107.5,3242.5,55.83,Month-to-month,30,25-48 months,Medium Value,Low-Med Value / High Risk,8,Fiber optic
